Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Spacecraft Identifier,Scan Line Corrector,Collection Category,Collection Number,Sensor Mode,WRS Path,WRS Row,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Image Quality,Gain Change,Processing Software Version,Full Partial Scene,Sun Elevation L-1,Sun Azimuth L-1,Gap Phase Source,Gap Phase Statistic,Data Type Level-1,Sensor Identifier,Ephemeris Type,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Calibration Parameter File,Scan Gap Interpolation,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
LE07_L1TP_090084_20130816_20161122_01_T1,LE70900842013228ASA00,2013/08/16,LANDSAT_7,OFF,T1,1,BUMPER, 090, 084,2016/11/22,2013:228:23:45:22.7413749,2013:228:23:45:49.4954375,ASA - Alice Springs  Austrailia,Day,29,28,144,4,4.618,3.059,3.46,9,N,LPGS_12.8.2,FULL,31.6896209,40.72187275,DE,1.519138,ETM_L1TP,ETM,DEFINITIVE,14581,16641,7291,8321,7291,8321,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20130807_20130930_01.02,2,34°36'43.99"S,149°50'08.38"E,33°39'34.42"S,149°01'54.80"E,33°57'33.05"S,151°05'28.75"E,35°15'24.34"S,148°33'37.66"E,35°33'44.14"S,150°39'37.94"E,-34.61222,149.83566,-33.65956,149.03189,-33.95918,151.09132,-35.25676,148.56046,-35.56226,150.66054,LE07_L1TP_090084_20130816_20161122_01_T1,LE70900842013228ASA00,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842013228ASA00
LE07_L1TP_090084_20130731_20161123_01_T1,LE70900842013212ASA00,2013/07/31,LANDSAT_7,OFF,T1,1,BUMPER, 090, 084,2016/11/23,2013:212:23:45:19.6603749,2013:212:23:45:46.4143749,ASA - Alice Springs  Austrailia,Day,13,14,124,4,4.647,3.257,3.315,9,N,LPGS_12.8.2,FULL,27.54737908,38.34869025,DE,-4.07665,ETM_L1TP,ETM,DEFINITIVE,14581,16661,7291,8331,7291,8331,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20130701_20130806_01.02,2,34°37'00.55"S,149°51'34.09"E,33°39'52.85"S,149°03'16.49"E,33°57'46.04"S,151°06'55.19"E,35°15'43.67"S,148°35'00.49"E,35°33'58.54"S,150°41'05.50"E,-34.61682,149.85947,-33.66468,149.05458,-33.96279,151.11533,-35.26213,148.58347,-35.56626,150.68486,LE07_L1TP_090084_20130731_20161123_01_T1,LE70900842013212ASA00,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842013212ASA00
LE07_L1TP_090084_20130715_20161123_01_T1,LE70900842013196ASA00,2013/07/15,LANDSAT_7,OFF,T1,1,BUMPER, 090, 084,2016/11/23,2013:196:23:45:27.4461874,2013:196:23:45:54.2000625,ASA - Alice Springs  Austrailia,Day,94,94,7,4,10.293,9.845,3.005,9,N,LPGS_12.8.2,FULL,24.76876486,36.28025268,DE,-3.749636,ETM_L1TP,ETM,DEFINITIVE,14581,16641,7291,8321,7291,8321,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20130701_20130806_01.02,2,34°36'59.26"S,149°51'34.20"E,33°39'45.32"S,149°03'15.66"E,33°57'38.74"S,151°06'56.56"E,35°15'39.74"S,148°35'01.68"E,35°33'55.01"S,150°41'09.13"E,-34.61646,149.8595,-33.66259,149.05435,-33.96076,151.11571,-35.26104,148.5838,-35.56528,150.68587,LE07_L1TP_090084_20130715_20161123_01_T1,LE70900842013196ASA00,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842013196ASA00
LE07_L1TP_090084_20130629_20161124_01_T1,LE70900842013180ASA00,2013/06/29,LANDSAT_7,OFF,T1,1,BUMPER, 090, 084,2016/11/24,2013:180:23:45:37.0631250,2013:180:23:46:03.8170624,ASA - Alice Springs  Austrailia,Day,44,44,55,4,4.664,3.521,3.059,9,N,LPGS_12.8.2,FULL,23.53137163,34.69986036,DE,7.024067,ETM_L1TP,ETM,DEFINITIVE,14521,16641,7261,8321,7261,8321,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20130401_20130630_01.02,2,34°37'00.30"S,149°50'54.10"E,33°39'53.32"S,149°02'37.43"E,33°57'47.12"S,151°06'18.11"E,35°15'41.47"S,148°34'18.01"E,35°33'56.81"S,150°40'25.25"E,-34.61675,149.84836,-33.66481,149.04373,-33.96309,151.10503,-35.26152,148.57167,-35.56578,150.67368,LE07_L1TP_090084_20130629_20161124_01_T1,LE70900842013180ASA00,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842013180ASA00
LE07_L1TP_090084_20130613_20161124_01_T1,LE70900842013164ASA00,2013/06/13,LANDSAT_7,OFF,T1,1,BUMPER, 090, 084,2016/11/24,2013:164:23:45:44.5296250,2013:164:23:46:11.2836874,ASA - Alice Springs  Austrailia,Day,74,74,47,4,5.426,3.06,4.481,9,N,LPGS_12.8.2,FULL,23.86268065,33.89587022,DE,-10.665331,ETM_L1TP,ETM,DEFINITIVE,14601,16621,7301,8311,7301,8311,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20130401_20130630_01.02,2,34°37'01.60"S,149°50'40.85"E,33°39'51.37"S,149°02'22.56"E,33°57'44.75"S,151°06'01.01"E,35°15'44.89"S,148°34'05.09"E,35°33'59.98"S,150°40'10.16"E,-34.61711,149.84468,-33.66427,149.0396,-33.96243,151.10028,-35.26247,148.56808,-35.56666,150.66949,LE07_L1TP_090084_20130613_20161124_01_T1,LE70900842013164ASA00,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842013164ASA00
LE07_L1GT_090084_20130512_20161124_01_T2,LE70900842013132ASA00,2013/05/12,LANDSAT_7,OFF,T2,1,BUMPER, 090, 084,2016/11/24,2013:132:23:45:56.8835624,2013:132:23:46:23.6376249,ASA - Alice Springs  Austrailia,Day,100,100,-1,-1,,,,9,N,LPGS_12.8.2,FULL,28.5724638,35.71956639,DE,-12.918597,ETM_L1GT,ETM,DEFINITIVE,14521,16621,7261,8311,7261,8311,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20130401_20130630_01.02,2,34°36'59.87"S,149°50'33.76"E,33°39'38.12"S,149°02'18.71"E,33°57'30.85"S,151°05'51.61"E,35°15'30.46"S,148°34'05.27"E,35°33'44.96"S,150°40'04.58"E,-34.61663,149.84271,-33.66059,149.03853,-33.95857,151.09767,-35.25846,148.56813,-35.56249,150.66794,LE07_L1GT_090084_20130512_20161124_01_T2,LE70900842013132ASA00,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842013132ASA00
LE07_L1TP_090084_20130426_20161124_01_T1,LE70900842013116ASA00,2013/04/26,LANDSAT_7,OFF,T1,1,BUMPER, 090, 084,2016/11/24,2013:116:23:45:59.1647499,2013:116:23:46:25.9188125,ASA - Alice Springs  Austrailia,Day,0,0,185,4,4.376,2.929,3.251,9,N,LPGS_12.8.2,FULL,32.30698317,38.75867963,DE,13.125405,ETM_L1TP,ETM,DEFINITIVE,14521,16621,7261,8311,7261,8311,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20130401_20130630_01.02,2,34°36'57.92"S,149°51'12.82"E,33°39'51.34"S,149°02'59.64"E,33°57'44.75"S,151°06'34.09"E,35°15'40.90"S,148°34'40.33"E,35°33'55.94"S,150°40'41.12"E,-34.61609,149.85356,-33.66426,149.0499,-33.96243,151.10947,-35.26136,148.57787,-35.56554,150.67809,LE07_L1TP_090084_20130426_20161124_01_T1,LE70900842013116ASA00,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842013116ASA00
LE07_L1TP_090084_20130410_20161124_01_T1,LE70900842013100ASA00,2013/04/10,LANDSAT_7,OFF,T1,1,BUMPER, 090, 084,2016/11/24,2013:100:23:46:06.0703125,2013:100:23:46:32.8243124,ASA - Alice Springs  Austrailia,Day,0,0,189,4,4.266,2.853,3.172,9,N,LPGS_12.8.2,FULL,36.46358903,43.27869067,DE,6.802243,ETM_L1TP,ETM,DEFINITIVE,14541,16621,7271,8311,7271,8311,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20130401_20130630_01.02,2,34°36'57.96"S,149°50'36.96"E,33°39'49.64"S,149°02'19.14"E,33°57'43.92"S,151°05'56.33"E,35°15'38.63"S,148°34'04.76"E,35°33'53.93"S,150°40'08.36"E,-34.6161,149.8436,-33.66379,149.03865,-33.9622,151.09898,-35.26073,148.56799,-35.56498,150.66899,LE07_L1TP_090084_20130410_20161124_01_T1,LE70900842013100ASA00,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842013100ASA00
LE07_L1TP_090084_20130325_20161124_01_T1,LE70900842013084ASA00,2013/03/25,LANDSAT_7,OFF,T1,1,BUMPER, 090, 084,2016/11/24,2013:084:23:46:07.1795624,2013:084:23:46:33.9336249,ASA - Alice Springs  Austrailia,Day,67,68,89,4,4.512,3.291,3.087,9,N,LPGS_12.8.2,FULL,40.69142239,49.11685131,DE,14.450767,ETM_L1TP,ETM,DEFINITIVE,14521,16641,7261,8321,7261,8321,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20130301_20130331_01.02,2,34°36'56.52"S,149°51'13.64"E,33°39'49.10"S,149°02'56.15"E,33°57'43.70"S,151°06'35.89"E,35°15'39.06"S,148°34'38.60"E,35°33'55.37"S,150°40'44.72"E,-34.6157,149.85379,-33.66364,149.04893,-33.96214,151.10997,-35.26085,148.57739,-35.56538,150.67909,LE07_L1TP_090084_20130325_20161124_01_T1,LE70900842013084ASA00,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842013084ASA00
LE07_L1TP_090084_20130309_20161126_01_T1,LE70900842013068ASA00,2013/03/09,LANDSAT_7,OFF,T1,1,BUMPER, 090, 084,2016/11/26,2013:068:23:46:13.1753125,2013:068:23:46:39.9293750,ASA - Alice Springs  Austrailia,Day,57,56,105,4,4.993,3.187,3.844,9,N,LPGS_12.8.2,FULL,44.73093485,55.89773798,DE,-10.065073,ETM_L1TP,ETM,DEFINITIVE,14601,16661,7301,8331,7301,8331,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20130301_20130331_01.02,2,34°36'55.69"S,149°50'24.58"E,33°39'48.06"S,149°02'06.40"E,33°57'43.56"S,151°05'46.90"E,35°15'42.55"S,148°33'45.07"E,35°33'59.47"S,150°39'52.27"E,-34.61547,149.84016,-33.66335,149.03511,-33.9621,151.09636,-35.26182,148.56252,-35.56652,150.66452,LE07_L1TP_090084_20130309_20161126_01_T1,LE70900842013068ASA00,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842013068ASA00
LE07_L1TP_090084_20130221_20161125_01_T1,LE70900842013052ASA00,2013/02/21,LANDSAT_7,OFF,T1,1,BUMPER, 090, 084,2016/11/25,2013:052:23:46:14.5261875,2013:052:23:46:41.2801874,ASA - Alice Springs  Austrailia,Day,53,53,30,4,6.275,2.995,5.514,9,N,LPGS_12.8.2,FULL,48.43259171,63.02880447,DE,-5.445108,ETM_L1TP,ETM,DEFINITIVE,14581,16621,7291,8311,7291,8311,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20130101_20130228_01.02,2,34°36'54.76"S,149°50'22.45"E,33°39'43.88"S,149°02'03.48"E,33°57'38.95"S,151°05'41.06"E,35°15'35.39"S,148°33'49.46"E,35°33'52.20"S,150°39'53.64"E,-34.61521,149.83957,-33.66219,149.0343,-33.96082,151.09474,-35.25983,148.56374,-35.5645,150.6649,LE07_L1TP_090084_20130221_20161125_01_T1,LE70900842013052ASA00,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842013052ASA00
LE07_L1TP_090084_20130205_20161127_01_T1,LE70900842013036ASA00,2013/02/05,LANDSAT_7,OFF,T1,1,BUMPER, 090, 084,2016/11/27,2013:036:23:46:17.4362499,2013:036:23:46:44.1902500,ASA - Alice Springs  Austrailia,Day,10,10,89,4,4.725,3.325,3.357,9,N,LPGS_12.8.2,FULL,51.76982802,69.69421734,DE,-7.87546,ETM_L1TP,ETM,DEFINITIVE,14601,16621,7301,8311,7301,8311,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20130101_20130228_01.02,2,34°36'55.08"S,149°49'40.87"E,33°39'40.72"S,149°01'26.51"E,33°57'35.93"S,151°05'00.74"E,35°15'31.00"S,148°33'06.70"E,35°33'47.52"S,150°39'07.49"E,-34.6153,149.82802,-33.66131,149.02403,-33.95998,151.08354,-35.25861,148.55186,-35.5632,150.65208,LE07_L1TP_090084_20130205_20161127_01_T1,LE70900842013036ASA00,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842013036ASA00
LE07_L1TP_090084_20130120_20161126_01_T1,LE70900842013020ASA00,2013/01/20,LANDSAT_7,OFF,T1,1,BUMPER, 090, 084,2016/11/26,2013:020:23:46:14.9740624,2013:020:23:46:41.7280000,ASA - Alice Springs  Austrailia,Day,35,35,45,4,4.629,3.331,3.214,9,N,LPGS_12.8.2,FULL,54.74354941,74.95683211,DE,8.24186,ETM_L1TP,ETM,DEFINITIVE,14541,16621,7271,8311,7271,8311,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20130101_20130228_01.02,2,34°36'52.34"S,149°49'59.77"E,33°39'45.25"S,149°01'47.24"E,33°57'40.46"S,151°05'19.54"E,35°15'34.96"S,148°33'27.00"E,35°33'51.62"S,150°39'25.63"E,-34.61454,149.83327,-33.66257,149.02979,-33.96124,151.08876,-35.25971,148.5575,-35.56434,150.65712,LE07_L1TP_090084_20130120_20161126_01_T1,LE70900842013020ASA00,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842013020ASA00
LE07_L1TP_090084_20130104_20161127_01_T1,LE70900842013004ASA00,2013/01/04,LANDSAT_7,OFF,T1,1,BUMPER, 090, 084,2016/11/27,2013:004:23:46:14.4532500,2013:004:23:46:41.2071875,ASA - Alice Springs  Austrailia,Day,0,0,136,4,5.641,3.992,3.986,9,N,LPGS_12.8.2,FULL,57.31505602,77.84973981,DE,10.546483,ETM_L1TP,ETM,DEFINITIVE,14521,16621,7261,8311,7261,8311,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20130101_20130228_01.02,2,34°36'51.77"S,149°49'34.82"E,33°39'37.48"S,149°01'23.02"E,33°57'32.76"S,151°04'54.98"E,35°15'28.58"S,148°33'04.25"E,35°33'45.68"S,150°39'02.45"E,-34.61438,149.82634,-33.66041,149.02306,-33.9591,151.08194,-35.25794,148.55118,-35.56269,150.65068,LE07_L1TP_090084_20130104_20161127_01_T1,LE70900842013004ASA00,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842013004ASA00
LE07_L1GT_090084_20121219_20161128_01_T2,LE70900842012354ASA00,2012/12/19,LANDSAT_7,OFF,T2,1,BUMPER, 090, 084,2016/11/28,2012:354:23:46:11.7852499,2012:354:23:46:38.5391875,ASA - Alice Springs  Austrailia,Day,85,85,-1,-1,,,,9,N,LPGS_12.8.2,FULL,59.25317347,77.57029396,DE,15.51561,ETM_L1GT,ETM,DEFINITIVE,14521,16621,7261,8311,7261,8311,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20121001_20121231_01.02,2,34°36'52.42"S,149°49'24.06"E,33°39'31.57"S,149°01'12.72"E,33°57'27.86"S,151°04'47.86"E,35°15'20.05"S,148°32'52.55"E,35°33'37.66"S,150°38'53.88"E,-34.61456,149.82335,-33.65877,149.0202,-33.95774,151.07996,-35.25557,148.54793,-35.56046,150.6483,LE07_L1GT_090084_20121219_20161128_01_T2,LE70900842012354ASA00,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842012354ASA00
