Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Spacecraft Identifier,Collection Category,Collection Number,Sensor Mode,WRS Path,WRS Row,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Sensor Anomalies,Data Anomaly,Image Quality,Gain Change,Processing Software Version,Full Partial Scene,Sun Elevation L-1,Sun Azimuth L-1,Data Type Level-1,Sensor Identifier,Ephemeris Type,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Reflective,Grid Cell Size Thermal,Calibration Parameter File,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
LT05_L1TP_090084_19940124_20170115_01_T1,LT50900841994024ASA03,1994/01/24,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/15,1994:024:23:11:20.9591900,1994:024:23:11:47.8876300,ASA,DAY,0,0,193,4,4.542,3.332,3.087,N,,9,N,LPGS_12.8.3,FULL,47.10262437,80.8259299,TM_L1TP,TM,PREDICTIVE,7281,8091,7281,8091,UTM,55,WGS84,WGS84,30,30,LT05CPF_19940101_19940331_01.03,34°36'50.11"S,149°50'47.72"E,33°40'35.76"S,149°05'08.20"E,33°57'46.94"S,151°03'15.52"E,35°15'13.32"S,148°37'15.49"E,35°32'43.76"S,150°37'33.53"E,-34.61392,149.84659,-33.6766,149.08561,-33.96304,151.05431,-35.2537,148.62097,-35.54549,150.62598,LT05_L1TP_090084_19940124_20170115_01_T1,LT50900841994024ASA03,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841994024ASA03
LT05_L1TP_090084_19940108_20170116_01_T1,LT50900841994008ASA00,1994/01/08,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/16,1994:008:23:11:34.4871300,1994:008:23:12:01.4125000,ASA,DAY,0,0,184,4,4.648,3.437,3.129,N,,9,N,LPGS_12.8.3,FULL,49.74114536,83.93812329,TM_L1TP,TM,PREDICTIVE,7281,8091,7281,8091,UTM,55,WGS84,WGS84,30,30,LT05CPF_19940101_19940331_01.03,34°36'42.52"S,149°50'15.43"E,33°40'28.20"S,149°04'35.98"E,33°57'39.35"S,151°02'43.12"E,35°15'05.72"S,148°36'43.34"E,35°32'36.17"S,150°37'01.16"E,-34.61181,149.83762,-33.6745,149.07666,-33.96093,151.04531,-35.25159,148.61204,-35.54338,150.61699,LT05_L1TP_090084_19940108_20170116_01_T1,LT50900841994008ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841994008ASA00
LT05_L1TP_090084_19931223_20170116_01_T1,LT50900841993357ASA00,1993/12/23,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/16,1993:357:23:11:47.2391900,1993:357:23:12:14.1613800,ASA,DAY,50,50,30,4,4.18,2.992,2.919,N,,9,N,LPGS_12.8.3,FULL,51.88609449,84.42005142,TM_L1TP,TM,PREDICTIVE,7271,8081,7271,8081,UTM,55,WGS84,WGS84,30,30,LT05CPF_19931001_19931231_01.03,34°36'35.35"S,149°49'36.52"E,33°40'21.04"S,149°03'57.10"E,33°57'32.18"S,151°02'04.09"E,35°14'58.60"S,148°36'04.54"E,35°32'28.97"S,150°36'22.21"E,-34.60982,149.82681,-33.67251,149.06586,-33.95894,151.03447,-35.24961,148.60126,-35.54138,150.60617,LT05_L1TP_090084_19931223_20170116_01_T1,LT50900841993357ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841993357ASA00
LT05_L1TP_090084_19931207_20170116_01_T1,LT50900841993341ASA00,1993/12/07,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/16,1993:341:23:11:55.5456900,1993:341:23:12:22.4675000,ASA,DAY,40,41,33,4,5.489,3.988,3.772,N,,9,N,LPGS_12.8.3,FULL,53.14627856,81.99383927,TM_L1TP,TM,PREDICTIVE,7281,8061,7281,8061,UTM,55,WGS84,WGS84,30,30,LT05CPF_19931001_19931231_01.03,34°36'37.55"S,149°49'47.93"E,33°40'23.23"S,149°04'08.51"E,33°57'34.38"S,151°02'15.54"E,35°15'00.76"S,148°36'15.91"E,35°32'31.16"S,150°36'33.62"E,-34.61043,149.82998,-33.67312,149.06903,-33.95955,151.03765,-35.25021,148.60442,-35.54199,150.60934,LT05_L1TP_090084_19931207_20170116_01_T1,LT50900841993341ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841993341ASA00
LT05_L1TP_090084_19931121_20170116_01_T1,LT50900841993325ASA00,1993/11/21,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/16,1993:325:23:11:58.5846300,1993:325:23:12:25.5048100,ASA,DAY,0,0,178,4,4.567,3.323,3.133,N,,9,N,LPGS_12.8.3,FULL,53.0330332,77.09799681,TM_L1TP,TM,PREDICTIVE,7281,8041,7281,8041,UTM,55,WGS84,WGS84,30,30,LT05CPF_19931001_19931231_01.03,34°36'40.10"S,149°51'03.31"E,33°40'25.79"S,149°05'23.86"E,33°57'36.94"S,151°03'30.96"E,35°15'03.31"S,148°37'31.26"E,35°32'33.72"S,150°37'49.04"E,-34.61114,149.85092,-33.67383,149.08996,-33.96026,151.0586,-35.25092,148.62535,-35.5427,150.63029,LT05_L1TP_090084_19931121_20170116_01_T1,LT50900841993325ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841993325ASA00
LT05_L1TP_090084_19931105_20170116_01_T1,LT50900841993309ASA00,1993/11/05,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/16,1993:309:23:12:07.0313800,1993:309:23:12:33.9506900,ASA,DAY,8,8,175,4,4.558,3.29,3.155,N,,9,N,LPGS_12.8.3,FULL,51.21334533,70.89474958,TM_L1TP,TM,PREDICTIVE,7281,8041,7281,8041,UTM,55,WGS84,WGS84,30,30,LT05CPF_19931001_19931231_01.03,34°37'00.48"S,149°50'39.66"E,33°40'46.13"S,149°05'00.06"E,33°57'57.35"S,151°03'07.60"E,35°15'23.65"S,148°37'07.28"E,35°32'54.13"S,150°37'25.54"E,-34.6168,149.84435,-33.67948,149.08335,-33.96593,151.05211,-35.25657,148.61869,-35.54837,150.62376,LT05_L1TP_090084_19931105_20170116_01_T1,LT50900841993309ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841993309ASA00
LT05_L1TP_090084_19931020_20170116_01_T1,LT50900841993293ASA00,1993/10/20,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/16,1993:293:23:12:13.3010000,1993:293:23:12:40.2190600,ASA,DAY,8,8,161,4,4.55,3.305,3.127,N,,9,N,LPGS_12.8.3,FULL,47.72753106,64.74057012,TM_L1TP,TM,PREDICTIVE,7271,8061,7271,8061,UTM,55,WGS84,WGS84,30,30,LT05CPF_19931001_19931231_01.03,34°37'00.91"S,149°50'35.34"E,33°40'46.56"S,149°04'55.74"E,33°57'57.78"S,151°03'03.31"E,35°15'24.08"S,148°37'02.96"E,35°32'54.56"S,150°37'21.22"E,-34.61692,149.84315,-33.6796,149.08215,-33.96605,151.05092,-35.25669,148.61749,-35.54849,150.62256,LT05_L1TP_090084_19931020_20170116_01_T1,LT50900841993293ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841993293ASA00
LT05_L1TP_090084_19931004_20170116_01_T1,LT50900841993277ASA00,1993/10/04,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/16,1993:277:23:12:20.6201900,1993:277:23:12:47.5365000,ASA,DAY,0,0,204,4,4.314,3.133,2.965,N,,9,N,LPGS_12.8.3,FULL,42.9950307,59.39857966,TM_L1TP,TM,PREDICTIVE,7271,8081,7271,8081,UTM,55,WGS84,WGS84,30,30,LT05CPF_19931001_19931231_01.03,34°36'34.52"S,149°50'04.81"E,33°40'20.21"S,149°04'25.39"E,33°57'31.36"S,151°02'32.35"E,35°14'57.77"S,148°36'32.83"E,35°32'28.14"S,150°36'50.51"E,-34.60959,149.83467,-33.67228,149.07372,-33.95871,151.04232,-35.24938,148.60912,-35.54115,150.61403,LT05_L1TP_090084_19931004_20170116_01_T1,LT50900841993277ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841993277ASA00
LT05_L1TP_090084_19930918_20170117_01_T1,LT50900841993261ASA00,1993/09/18,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/17,1993:261:23:12:24.1735000,1993:261:23:12:51.0886300,ASA,DAY,77,78,63,4,3.999,2.947,2.703,N,,9,N,LPGS_12.8.3,FULL,37.58281197,55.01400259,TM_L1TP,TM,PREDICTIVE,7281,8101,7281,8101,UTM,55,WGS84,WGS84,30,30,LT05CPF_19930701_19930930_01.03,34°36'54.72"S,149°50'02.40"E,33°40'40.37"S,149°04'22.84"E,33°57'51.59"S,151°02'30.26"E,35°15'17.89"S,148°36'30.10"E,35°32'48.37"S,150°36'48.24"E,-34.6152,149.834,-33.67788,149.07301,-33.96433,151.04174,-35.25497,148.60836,-35.54677,150.6134,LT05_L1TP_090084_19930918_20170117_01_T1,LT50900841993261ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841993261ASA00
LT05_L1TP_090084_19930902_20170117_01_T1,LT50900841993245ASA00,1993/09/02,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/17,1993:245:23:12:26.6546900,1993:245:23:12:53.5679400,ASA,DAY,31,32,140,4,4.158,2.939,2.942,N,,9,N,LPGS_12.8.3,FULL,32.12871701,51.37671391,TM_L1TP,TM,PREDICTIVE,7281,8091,7281,8091,UTM,55,WGS84,WGS84,30,30,LT05CPF_19930701_19930930_01.03,34°36'49.68"S,149°50'02.00"E,33°40'35.33"S,149°04'22.48"E,33°57'46.51"S,151°02'29.80"E,35°15'12.89"S,148°36'29.81"E,35°32'43.33"S,150°36'47.81"E,-34.6138,149.83389,-33.67648,149.07291,-33.96292,151.04161,-35.25358,148.60828,-35.54537,150.61328,LT05_L1TP_090084_19930902_20170117_01_T1,LT50900841993245ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841993245ASA00
LT05_L1TP_090084_19930817_20170117_01_T1,LT50900841993229ASA00,1993/08/17,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/17,1993:229:23:12:27.7755000,1993:229:23:12:54.6870000,ASA,DAY,33,32,189,4,4.172,2.782,3.109,N,,9,N,LPGS_12.8.3,FULL,27.17500202,48.26157859,TM_L1TP,TM,PREDICTIVE,7271,8061,7271,8061,UTM,55,WGS84,WGS84,30,30,LT05CPF_19930701_19930930_01.03,34°36'56.05"S,149°50'00.13"E,33°40'41.70"S,149°04'20.57"E,33°57'52.92"S,151°02'28.03"E,35°15'19.22"S,148°36'27.83"E,35°32'49.70"S,150°36'45.97"E,-34.61557,149.83337,-33.67825,149.07238,-33.9647,151.04112,-35.25534,148.60773,-35.54714,150.61277,LT05_L1TP_090084_19930817_20170117_01_T1,LT50900841993229ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841993229ASA00
LT05_L1TP_090084_19930801_20170117_01_T1,LT50900841993213ASA00,1993/08/01,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/17,1993:213:23:12:27.1823100,1993:213:23:12:54.0921300,ASA,DAY,18,18,189,4,4.556,3.18,3.263,N,,9,N,LPGS_12.8.3,FULL,23.19474413,45.54382897,TM_L1TP,TM,PREDICTIVE,7271,8041,7271,8041,UTM,55,WGS84,WGS84,30,30,LT05CPF_19930701_19930930_01.03,34°36'37.73"S,149°50'17.88"E,33°40'23.41"S,149°04'38.46"E,33°57'34.56"S,151°02'45.49"E,35°15'00.94"S,148°36'45.86"E,35°32'31.34"S,150°37'03.58"E,-34.61048,149.8383,-33.67317,149.07735,-33.9596,151.04597,-35.25026,148.61274,-35.54204,150.61766,LT05_L1TP_090084_19930801_20170117_01_T1,LT50900841993213ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841993213ASA00
LT05_L1TP_090084_19930716_20170118_01_T1,LT50900841993197ASA00,1993/07/16,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/18,1993:197:23:12:28.1886900,1993:197:23:12:55.0965000,ASA,DAY,41,40,58,4,5.017,3.728,3.358,N,,9,N,LPGS_12.8.3,FULL,20.51923493,43.25961629,TM_L1TP,TM,PREDICTIVE,7271,8041,7271,8041,UTM,55,WGS84,WGS84,30,30,LT05CPF_19930701_19930930_01.03,34°36'33.37"S,149°49'53.72"E,33°40'19.06"S,149°04'14.30"E,33°57'30.20"S,151°02'21.26"E,35°14'56.62"S,148°36'21.78"E,35°32'26.99"S,150°36'39.38"E,-34.60927,149.83159,-33.67196,149.07064,-33.95839,151.03924,-35.24906,148.60605,-35.54083,150.61094,LT05_L1TP_090084_19930716_20170118_01_T1,LT50900841993197ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841993197ASA00
LT05_L1TP_090084_19930630_20170118_01_T1,LT50900841993181ASA00,1993/06/30,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/18,1993:181:23:12:29.0801900,1993:181:23:12:55.9863800,ASA,DAY,24,23,131,4,5.375,3.821,3.78,N,,9,N,LPGS_12.8.3,FULL,19.33157081,41.5939036,TM_L1TP,TM,PREDICTIVE,7271,8051,7271,8051,UTM,55,WGS84,WGS84,30,30,LT05CPF_19930401_19930630_01.03,34°36'49.46"S,149°49'34.00"E,33°40'35.11"S,149°03'54.47"E,33°57'46.30"S,151°02'01.79"E,35°15'12.67"S,148°36'01.80"E,35°32'43.12"S,150°36'19.80"E,-34.61374,149.82611,-33.67642,149.06513,-33.96286,151.03383,-35.25352,148.6005,-35.54531,150.6055,LT05_L1TP_090084_19930630_20170118_01_T1,LT50900841993181ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841993181ASA00
LT05_L1TP_090084_19930614_20170118_01_T1,LT50900841993165ASA00,1993/06/14,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/18,1993:165:23:12:36.1398100,1993:165:23:13:03.0440000,ASA,DAY,37,36,140,4,5.314,4.226,3.221,N,,9,N,LPGS_12.8.3,FULL,19.65477991,40.82239975,TM_L1TP,TM,DEFINITIVE,7281,8071,7281,8071,UTM,55,WGS84,WGS84,30,30,LT05CPF_19930401_19930630_01.03,34°36'19.37"S,149°47'23.35"E,33°40'05.09"S,149°01'44.04"E,33°57'16.16"S,150°59'50.68"E,35°14'42.65"S,148°33'51.62"E,35°32'12.98"S,150°34'08.90"E,-34.60538,149.78982,-33.66808,149.0289,-33.95449,150.99741,-35.24518,148.56434,-35.53694,150.56914,LT05_L1TP_090084_19930614_20170118_01_T1,LT50900841993165ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841993165ASA00
LT05_L1TP_090084_19930529_20170118_01_T1,LT50900841993149ASA00,1993/05/29,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/18,1993:149:23:12:37.3748100,1993:149:23:13:04.2771300,ASA,DAY,91,91,40,4,4.55,3.084,3.346,N,,9,N,LPGS_12.8.3,FULL,21.31134406,41.22964699,TM_L1TP,TM,DEFINITIVE,7271,8091,7271,8091,UTM,55,WGS84,WGS84,30,30,LT05CPF_19930401_19930630_01.03,34°36'08.21"S,149°46'35.00"E,33°39'53.93"S,149°00'55.76"E,33°57'04.97"S,150°59'02.15"E,35°14'31.49"S,148°33'03.46"E,35°32'01.79"S,150°33'20.48"E,-34.60228,149.77639,-33.66498,149.01549,-33.95138,150.98393,-35.24208,148.55096,-35.53383,150.55569,LT05_L1TP_090084_19930529_20170118_01_T1,LT50900841993149ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841993149ASA00
LT05_L1TP_090084_19930513_20170119_01_T1,LT50900841993133ASA00,1993/05/13,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/19,1993:133:23:12:33.4853800,1993:133:23:13:00.3863100,ASA,DAY,11,11,168,4,4.555,3.349,3.088,N,,9,N,LPGS_12.8.3,FULL,24.02345674,43.0230715,TM_L1TP,TM,DEFINITIVE,7271,8091,7271,8091,UTM,55,WGS84,WGS84,30,30,LT05CPF_19930401_19930630_01.03,34°36'00.25"S,149°46'55.24"E,33°39'45.97"S,149°01'16.07"E,33°56'57.01"S,150°59'22.27"E,35°14'23.57"S,148°33'23.83"E,35°31'53.83"S,150°33'40.64"E,-34.60007,149.78201,-33.66277,149.02113,-33.94917,150.98952,-35.23988,148.55662,-35.53162,150.56129,LT05_L1TP_090084_19930513_20170119_01_T1,LT50900841993133ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841993133ASA00
LT05_L1TP_090084_19930427_20170119_01_T1,LT50900841993117ASA00,1993/04/27,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/19,1993:117:23:12:30.1762500,1993:117:23:12:57.0760000,ASA,DAY,14,15,156,4,4.772,3.36,3.388,N,,9,N,LPGS_12.8.3,FULL,27.41487977,46.30696756,TM_L1TP,TM,DEFINITIVE,7271,8071,7271,8071,UTM,55,WGS84,WGS84,30,30,LT05CPF_19930401_19930630_01.03,34°36'19.84"S,149°46'50.05"E,33°40'05.56"S,149°01'10.74"E,33°57'16.63"S,150°59'17.38"E,35°14'43.12"S,148°33'18.32"E,35°32'13.45"S,150°33'35.60"E,-34.60551,149.78057,-33.66821,149.01965,-33.95462,150.98816,-35.24531,148.55509,-35.53707,150.55989,LT05_L1TP_090084_19930427_20170119_01_T1,LT50900841993117ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841993117ASA00
LT05_L1TP_090084_19930411_20170119_01_T1,LT50900841993101ASA00,1993/04/11,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/19,1993:101:23:12:21.8848100,1993:101:23:12:48.7830000,ASA,DAY,33,33,185,4,4.55,2.859,3.539,N,,9,N,LPGS_12.8.3,FULL,31.14504877,51.0152238,TM_L1TP,TM,DEFINITIVE,7271,8051,7271,8051,UTM,55,WGS84,WGS84,30,30,LT05CPF_19930401_19930630_01.03,34°36'15.30"S,149°47'52.80"E,33°40'01.02"S,149°02'13.52"E,33°57'12.10"S,151°00'20.05"E,35°14'38.58"S,148°34'21.14"E,35°32'08.92"S,150°34'38.32"E,-34.60425,149.798,-33.66695,149.03709,-33.95336,151.00557,-35.24405,148.57254,-35.53581,150.57731,LT05_L1TP_090084_19930411_20170119_01_T1,LT50900841993101ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841993101ASA00
LT05_L1TP_090084_19930326_20170120_01_T1,LT50900841993085ASA00,1993/03/26,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/20,1993:085:23:12:14.1752500,1993:085:23:12:41.0715600,ASA,DAY,33,32,116,4,4.42,3.123,3.128,N,,9,N,LPGS_12.8.3,FULL,34.88715902,56.91605814,TM_L1TP,TM,DEFINITIVE,7271,8041,7271,8041,UTM,55,WGS84,WGS84,30,30,LT05CPF_19930101_19930331_01.03,34°36'22.39"S,149°48'26.06"E,33°40'08.08"S,149°02'46.75"E,33°57'19.19"S,151°00'53.42"E,35°14'45.64"S,148°34'54.30"E,35°32'16.01"S,150°35'11.65"E,-34.60622,149.80724,-33.66891,149.04632,-33.95533,151.01484,-35.24601,148.58175,-35.53778,150.58657,LT05_L1TP_090084_19930326_20170120_01_T1,LT50900841993085ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841993085ASA00
LT05_L1TP_090084_19930310_20170119_01_T1,LT50900841993069ASA00,1993/03/10,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/19,1993:069:23:12:13.9308800,1993:069:23:12:40.8257500,ASA,DAY,66,66,55,4,5.348,3.404,4.125,N,,9,N,LPGS_12.8.3,FULL,38.46233236,63.57604067,TM_L1TP,TM,DEFINITIVE,7271,8051,7271,8051,UTM,55,WGS84,WGS84,30,30,LT05CPF_19930101_19930331_01.03,34°35'53.52"S,149°46'56.75"E,33°39'39.28"S,149°01'17.62"E,33°56'50.24"S,150°59'23.68"E,35°14'16.84"S,148°33'25.45"E,35°31'47.10"S,150°33'42.12"E,-34.5982,149.78243,-33.66091,149.02156,-33.94729,150.98991,-35.23801,148.55707,-35.52975,150.5617,LT05_L1TP_090084_19930310_20170119_01_T1,LT50900841993069ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841993069ASA00
LT05_L1TP_090084_19930222_20170120_01_T1,LT50900841993053ASA00,1993/02/22,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/20,1993:053:23:12:02.4477500,1993:053:23:12:29.3415000,ASA,DAY,2,2,182,4,4.448,3.133,3.158,N,,9,N,LPGS_12.8.3,FULL,41.7602561,70.39218927,TM_L1TP,TM,DEFINITIVE,7271,8071,7271,8071,UTM,55,WGS84,WGS84,30,30,LT05CPF_19930101_19930331_01.03,34°36'03.89"S,149°47'46.21"E,33°39'49.61"S,149°02'07.01"E,33°57'00.65"S,151°00'13.32"E,35°14'27.20"S,148°34'14.74"E,35°31'57.47"S,150°34'31.66"E,-34.60108,149.79617,-33.66378,149.03528,-33.95018,151.0037,-35.24089,148.57076,-35.53263,150.57546,LT05_L1TP_090084_19930222_20170120_01_T1,LT50900841993053ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841993053ASA00
LT05_L1TP_090084_19930206_20170120_01_T1,LT50900841993037ASA01,1993/02/06,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/20,1993:037:23:11:58.5719400,1993:037:23:12:25.4643800,ASA,DAY,3,3,122,4,4.663,3.276,3.319,N,,9,N,LPGS_12.8.3,FULL,44.8048937,76.63721263,TM_L1TP,TM,DEFINITIVE,7281,8081,7281,8081,UTM,55,WGS84,WGS84,30,30,LT05CPF_19930101_19930331_01.03,34°35'55.03"S,149°46'25.75"E,33°39'40.79"S,149°00'46.62"E,33°56'51.79"S,150°58'52.72"E,35°14'18.35"S,148°32'54.42"E,35°31'48.61"S,150°33'11.12"E,-34.59862,149.77382,-33.66133,149.01295,-33.94772,150.98131,-35.23843,148.54845,-35.53017,150.55309,LT05_L1TP_090084_19930206_20170120_01_T1,LT50900841993037ASA01,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841993037ASA01
LT05_L1GS_090084_19930121_20170121_01_T2,LT50900841993021ASA00,1993/01/21,LANDSAT_5,T2,1,SAM, 090, 084,2017/01/21,1993:021:23:11:47.6421900,1993:021:23:12:14.5333100,ASA,DAY,27,27,-1,-1,,,,N,,9,N,LPGS_12.8.3,FULL,47.61167779,81.51803062,TM_L1GS,TM,DEFINITIVE,7271,8081,7271,8081,UTM,55,WGS84,WGS84,30,30,LT05CPF_19930101_19930331_01.03,34°35'51.86"S,149°46'31.80"E,33°39'37.62"S,149°00'52.70"E,33°56'48.59"S,150°58'58.73"E,35°14'15.18"S,148°33'00.50"E,35°31'45.44"S,150°33'17.14"E,-34.59774,149.7755,-33.66045,149.01464,-33.94683,150.98298,-35.23755,148.55014,-35.52929,150.55476,LT05_L1GS_090084_19930121_20170121_01_T2,LT50900841993021ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841993021ASA00
LT05_L1TP_090084_19930105_20170121_01_T1,LT50900841993005ASA00,1993/01/05,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/21,1993:005:23:11:36.0208800,1993:005:23:12:02.9104400,ASA,DAY,57,57,40,4,7.335,6.027,4.181,N,,9,N,LPGS_12.8.3,FULL,50.10447881,84.28120043,TM_L1TP,TM,DEFINITIVE,7271,8081,7271,8081,UTM,55,WGS84,WGS84,30,30,LT05CPF_19930101_19930331_01.03,34°35'52.55"S,149°46'27.88"E,33°39'38.30"S,149°00'48.74"E,33°56'49.27"S,150°58'54.80"E,35°14'15.86"S,148°32'56.58"E,35°31'46.13"S,150°33'13.21"E,-34.59793,149.77441,-33.66064,149.01354,-33.94702,150.98189,-35.23774,148.54905,-35.52948,150.55367,LT05_L1TP_090084_19930105_20170121_01_T1,LT50900841993005ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841993005ASA00
LT05_L1GS_090084_19921220_20170121_01_T2,LT50900841992355ASA00,1992/12/20,LANDSAT_5,T2,1,SAM, 090, 084,2017/01/21,1992:355:23:11:25.6756900,1992:355:23:11:52.5642500,ASA,DAY,79,79,-1,-1,,,,N,,9,N,LPGS_12.8.3,FULL,52.05658622,84.32664511,TM_L1GS,TM,DEFINITIVE,7271,8051,7271,8051,UTM,55,WGS84,WGS84,30,30,LT05CPF_19921001_19921231_01.03,34°35'49.09"S,149°45'50.22"E,33°39'34.85"S,149°00'11.12"E,33°56'45.82"S,150°58'17.08"E,35°14'12.44"S,148°32'19.00"E,35°31'42.67"S,150°32'35.56"E,-34.59697,149.76395,-33.65968,149.00309,-33.94606,150.97141,-35.23679,148.53861,-35.52852,150.54321,LT05_L1GS_090084_19921220_20170121_01_T2,LT50900841992355ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841992355ASA00
LT05_L1TP_090084_19921204_20170121_01_T1,LT50900841992339ASA00,1992/12/04,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/21,1992:339:23:11:16.0328800,1992:339:23:11:42.9204400,ASA,DAY,58,58,49,4,5.361,3.276,4.243,N,,9,N,LPGS_12.8.3,FULL,53.03328547,81.50564508,TM_L1TP,TM,DEFINITIVE,7271,8031,7271,8031,UTM,55,WGS84,WGS84,30,30,LT05CPF_19921001_19921231_01.03,34°35'46.64"S,149°44'44.99"E,33°39'32.40"S,148°59'05.93"E,33°56'43.37"S,150°57'11.81"E,35°14'10.00"S,148°31'13.80"E,35°31'40.22"S,150°31'30.29"E,-34.59629,149.74583,-33.659,148.98498,-33.94538,150.95328,-35.23611,148.5205,-35.52784,150.52508,LT05_L1TP_090084_19921204_20170121_01_T1,LT50900841992339ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841992339ASA00
LT05_L1TP_090084_19921102_20170122_01_T1,LT50900841992307ASA00,1992/11/02,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/22,1992:307:23:11:20.7208800,1992:307:23:11:47.6061300,ASA,DAY,2,2,183,4,4.878,3.3,3.592,N,,9,N,LPGS_12.8.3,FULL,50.53964631,70.03058189,TM_L1TP,TM,DEFINITIVE,7271,8051,7271,8051,UTM,55,WGS84,WGS84,30,30,LT05CPF_19921001_19921231_01.03,34°36'29.12"S,149°47'54.28"E,33°40'14.81"S,149°02'14.89"E,33°57'25.92"S,151°00'21.74"E,35°14'52.37"S,148°34'22.40"E,35°32'22.74"S,150°34'39.90"E,-34.60809,149.79841,-33.67078,149.03747,-33.9572,151.00604,-35.24788,148.57289,-35.53965,150.57775,LT05_L1TP_090084_19921102_20170122_01_T1,LT50900841992307ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841992307ASA00
