Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Spacecraft Identifier,Collection Category,Collection Number,Sensor Mode,WRS Path,WRS Row,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Sensor Anomalies,Data Anomaly,Image Quality,Gain Change,Processing Software Version,Full Partial Scene,Sun Elevation L-1,Sun Azimuth L-1,Data Type Level-1,Sensor Identifier,Ephemeris Type,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Reflective,Grid Cell Size Thermal,Calibration Parameter File,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
LT05_L1GS_090084_19921017_20170121_01_T2,LT50900841992291ASA00,1992/10/17,LANDSAT_5,T2,1,SAM, 090, 084,2017/01/21,1992:291:23:11:33.6619400,1992:291:23:12:00.5458800,ASA,DAY,10,10,-1,-1,,,,N,,9,N,LPGS_12.8.3,FULL,46.84925888,63.92930538,TM_L1GS,TM,DEFINITIVE,7261,8061,7261,8061,UTM,55,WGS84,WGS84,30,30,LT05CPF_19921001_19921231_01.03,34°36'41.65"S,149°49'08.15"E,33°40'27.34"S,149°03'28.69"E,33°57'38.48"S,151°01'35.80"E,35°15'04.86"S,148°35'36.06"E,35°32'35.30"S,150°35'53.88"E,-34.61157,149.81893,-33.67426,149.05797,-33.96069,151.02661,-35.25135,148.59335,-35.54314,150.5983,LT05_L1GS_090084_19921017_20170121_01_T2,LT50900841992291ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841992291ASA00
LT05_L1TP_090084_19921001_20170121_01_T1,LT50900841992275ASA00,1992/10/01,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/21,1992:275:23:11:48.3466900,1992:275:23:12:15.2290600,ASA,DAY,45,43,35,4,4.421,2.811,3.412,N,,9,N,LPGS_12.8.3,FULL,41.9873256,58.71589353,TM_L1TP,TM,DEFINITIVE,7271,8071,7271,8071,UTM,55,WGS84,WGS84,30,30,LT05CPF_19921001_19921231_01.03,34°36'47.48"S,149°49'37.45"E,33°40'33.17"S,149°03'57.96"E,33°57'44.32"S,151°02'05.21"E,35°15'10.69"S,148°36'05.29"E,35°32'41.14"S,150°36'23.22"E,-34.61319,149.82707,-33.67588,149.0661,-33.96231,151.03478,-35.25297,148.60147,-35.54476,150.60645,LT05_L1TP_090084_19921001_20170121_01_T1,LT50900841992275ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841992275ASA00
LT05_L1TP_090084_19920915_20170122_01_T1,LT50900841992259ASA00,1992/09/15,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/22,1992:259:23:12:09.9229400,1992:259:23:12:36.8037500,ASA,DAY,64,62,80,4,4.336,2.932,3.195,N,,9,N,LPGS_12.8.3,FULL,36.57346234,54.42270576,TM_L1TP,TM,DEFINITIVE,7271,8071,7271,8071,UTM,55,WGS84,WGS84,30,30,LT05CPF_19920701_19920930_01.03,34°36'33.30"S,149°48'10.12"E,33°40'18.98"S,149°02'30.70"E,33°57'30.13"S,151°00'37.66"E,35°14'56.54"S,148°34'38.17"E,35°32'26.92"S,150°34'55.78"E,-34.60925,149.80281,-33.67194,149.04186,-33.95837,151.01046,-35.24904,148.57727,-35.54081,150.58216,LT05_L1TP_090084_19920915_20170122_01_T1,LT50900841992259ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841992259ASA00
LT05_L1TP_090084_19920830_20170122_01_T1,LT50900841992243ASA00,1992/08/30,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/22,1992:243:23:12:23.6981300,1992:243:23:12:50.5774400,ASA,DAY,78,77,61,4,5.969,3.532,4.812,N,,9,N,LPGS_12.8.3,FULL,31.20148593,50.84638157,TM_L1TP,TM,DEFINITIVE,7271,8061,7271,8061,UTM,55,WGS84,WGS84,30,30,LT05CPF_19920701_19920930_01.03,34°36'30.74"S,149°48'18.04"E,33°40'16.43"S,149°02'38.65"E,33°57'27.54"S,151°00'45.54"E,35°14'53.99"S,148°34'46.13"E,35°32'24.36"S,150°35'03.70"E,-34.60854,149.80501,-33.67123,149.04407,-33.95765,151.01265,-35.24833,148.57948,-35.5401,150.58436,LT05_L1TP_090084_19920830_20170122_01_T1,LT50900841992243ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841992243ASA00
LT05_L1TP_090084_19920814_20170123_01_T1,LT50900841992227ASA00,1992/08/14,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/23,1992:227:23:12:38.5393800,1992:227:23:13:05.4163800,ASA,DAY,54,53,151,4,4.186,2.857,3.059,N,,9,N,LPGS_12.8.3,FULL,26.4222585,47.76123711,TM_L1TP,TM,DEFINITIVE,7261,8051,7261,8051,UTM,55,WGS84,WGS84,30,30,LT05CPF_19920701_19920930_01.03,34°36'08.35"S,149°47'55.50"E,33°39'54.07"S,149°02'16.26"E,33°57'05.11"S,151°00'22.64"E,35°14'31.63"S,148°34'23.95"E,35°32'01.93"S,150°34'40.98"E,-34.60232,149.79875,-33.66502,149.03785,-33.95142,151.00629,-35.24212,148.57332,-35.53387,150.57805,LT05_L1TP_090084_19920814_20170123_01_T1,LT50900841992227ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841992227ASA00
LT05_L1TP_090084_19920729_20170122_01_T1,LT50900841992211ASA00,1992/07/29,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/22,1992:211:23:12:53.1740600,1992:211:23:13:20.0492500,ASA,DAY,7,8,176,4,4.665,3.295,3.302,N,,9,N,LPGS_12.8.3,FULL,22.67357469,45.06887505,TM_L1TP,TM,DEFINITIVE,7261,8041,7261,8041,UTM,55,WGS84,WGS84,30,30,LT05CPF_19920701_19920930_01.03,34°36'06.52"S,149°47'15.83"E,33°39'52.24"S,149°01'36.62"E,33°57'03.28"S,150°59'42.97"E,35°14'29.80"S,148°33'44.32"E,35°32'00.10"S,150°34'01.27"E,-34.60181,149.78773,-33.66451,149.02684,-33.95091,150.99527,-35.24161,148.56231,-35.53336,150.56702,LT05_L1TP_090084_19920729_20170122_01_T1,LT50900841992211ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841992211ASA00
LT05_L1TP_090084_19920713_20170122_01_T1,LT50900841992195ASA00,1992/07/13,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/22,1992:195:23:13:05.8250000,1992:195:23:13:32.6976300,ASA,DAY,30,30,120,4,4.964,3.701,3.308,N,,9,N,LPGS_12.8.3,FULL,20.27258349,42.83702818,TM_L1TP,TM,DEFINITIVE,7261,8051,7261,8051,UTM,55,WGS84,WGS84,30,30,LT05CPF_19920701_19920930_01.03,34°36'07.38"S,149°46'54.37"E,33°39'53.10"S,149°01'15.17"E,33°57'04.14"S,150°59'21.52"E,35°14'30.66"S,148°33'22.82"E,35°32'00.96"S,150°33'39.85"E,-34.60205,149.78177,-33.66475,149.02088,-33.95115,150.98931,-35.24185,148.55634,-35.5336,150.56107,LT05_L1TP_090084_19920713_20170122_01_T1,LT50900841992195ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841992195ASA00
LT05_L1TP_090084_19920627_20170124_01_T2,LT50900841992179ASA00,1992/06/27,LANDSAT_5,T2,1,SAM, 090, 084,2017/01/24,1992:179:23:13:18.1226300,1992:179:23:13:44.9933800,ASA,DAY,86,86,37,4,13.796,10.549,8.891,N,,9,N,LPGS_12.8.3,FULL,19.37540837,41.26905447,TM_L1TP,TM,DEFINITIVE,7261,8081,7261,8081,UTM,55,WGS84,WGS84,30,30,LT05CPF_19920401_19920630_01.03,34°36'05.22"S,149°46'28.96"E,33°39'50.94"S,149°00'49.75"E,33°57'01.98"S,150°58'56.06"E,35°14'28.54"S,148°32'57.44"E,35°31'58.80"S,150°33'14.40"E,-34.60145,149.77471,-33.66415,149.01382,-33.95055,150.98224,-35.24126,148.54929,-35.533,150.554,LT05_L1TP_090084_19920627_20170124_01_T2,LT50900841992179ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841992179ASA00
LT05_L1TP_090084_19920611_20170122_01_T1,LT50900841992163ASA00,1992/06/11,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/22,1992:163:23:13:29.5778800,1992:163:23:13:56.4472500,ASA,DAY,57,56,117,4,4.588,3.258,3.23,N,,9,N,LPGS_12.8.3,FULL,19.9652305,40.64424961,TM_L1TP,TM,DEFINITIVE,7261,8081,7261,8081,UTM,55,WGS84,WGS84,30,30,LT05CPF_19920401_19920630_01.03,34°35'46.36"S,149°46'14.45"E,33°39'32.11"S,149°00'35.39"E,33°56'43.08"S,150°58'41.27"E,35°14'09.71"S,148°32'43.26"E,35°31'39.94"S,150°32'59.75"E,-34.59621,149.77068,-33.65892,149.00983,-33.9453,150.97813,-35.23603,148.54535,-35.52776,150.54993,LT05_L1TP_090084_19920611_20170122_01_T1,LT50900841992163ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841992163ASA00
LT05_L1TP_090084_19920526_20170122_01_T1,LT50900841992147ASA00,1992/05/26,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/22,1992:147:23:13:39.5559400,1992:147:23:14:06.4238800,ASA,DAY,27,26,181,4,4.759,3.426,3.303,N,,9,N,LPGS_12.8.3,FULL,21.85560974,41.22846181,TM_L1TP,TM,DEFINITIVE,7261,8071,7261,8071,UTM,55,WGS84,WGS84,30,30,LT05CPF_19920401_19920630_01.03,34°35'49.49"S,149°46'11.75"E,33°39'35.24"S,149°00'32.65"E,33°56'46.21"S,150°58'38.64"E,35°14'12.84"S,148°32'40.49"E,35°31'43.07"S,150°32'57.08"E,-34.59708,149.76993,-33.65979,149.00907,-33.94617,150.9774,-35.2369,148.54458,-35.52863,150.54919,LT05_L1TP_090084_19920526_20170122_01_T1,LT50900841992147ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841992147ASA00
LT05_L1TP_090084_19920510_20170123_01_T2,LT50900841992131ASA00,1992/05/10,LANDSAT_5,T2,1,SAM, 090, 084,2017/01/23,1992:131:23:13:48.1588100,1992:131:23:14:15.0251900,ASA,DAY,74,73,44,4,32.483,30.56,11.01,N,,9,N,LPGS_12.8.3,FULL,24.73407493,43.22866153,TM_L1TP,TM,DEFINITIVE,7271,8001,7271,8001,UTM,55,WGS84,WGS84,30,30,LT05CPF_19920401_19920630_01.03,34°36'16.88"S,149°46'16.03"E,33°40'02.60"S,149°00'36.76"E,33°57'13.68"S,150°58'43.32"E,35°14'40.16"S,148°32'44.34"E,35°32'10.50"S,150°33'01.58"E,-34.60469,149.77112,-33.66739,149.01021,-33.9538,150.9787,-35.24449,148.54565,-35.53625,150.55044,LT05_L1TP_090084_19920510_20170123_01_T2,LT50900841992131ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841992131ASA00
LT05_L1TP_090084_19920424_20170123_01_T1,LT50900841992115ASA00,1992/04/24,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/23,1992:115:23:13:55.1483100,1992:115:23:14:22.0131300,ASA,DAY,33,33,116,4,4.664,3.271,3.325,N,,9,N,LPGS_12.8.3,FULL,28.26265488,46.71424318,TM_L1TP,TM,DEFINITIVE,7261,8051,7261,8051,UTM,55,WGS84,WGS84,30,30,LT05CPF_19920401_19920630_01.03,34°35'53.30"S,149°46'45.48"E,33°39'39.06"S,149°01'06.35"E,33°56'50.03"S,150°59'12.41"E,35°14'16.62"S,148°33'14.18"E,35°31'46.88"S,150°33'30.85"E,-34.59814,149.7793,-33.66085,149.01843,-33.94723,150.98678,-35.23795,148.55394,-35.52969,150.55857,LT05_L1TP_090084_19920424_20170123_01_T1,LT50900841992115ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841992115ASA00
